machineID,datetime,volt_min_3h,rotate_min_3h,pressure_min_3h,vibration_min_3h,volt_max_3h,rotate_max_3h,pressure_max_3h,vibration_max_3h,volt_mean_3h,rotate_mean_3h,pressure_mean_3h,vibration_mean_3h,volt_sd_3h,rotate_sd_3h,pressure_sd_3h,vibration_sd_3h,volt_min_24h,rotate_min_24h,pressure_min_24h,vibration_min_24h,volt_max_24h,rotate_max_24h,pressure_max_24h,vibration_max_24h,volt_mean_24h,rotate_mean_24h,pressure_mean_24h,vibration_mean_24h,volt_sd_24h,rotate_sd_24h,pressure_sd_24h,vibration_sd_24h,error1count,error2count,error3count,error4count,error5count,comp1,comp2,comp3,comp4,model,age,failure
3,03-01-15 12:00,166.2790903,323.3141196,88.71965783,34.75682962,183.5989484,468.6472337,106.9062685,37.03428476,172.6449104,406.6791216,100.6924847,36.0610631,9.528020685,74.99199084,10.37126488,1.174255976,140.0035271,388.9397438,87.69565205,33.60775653,211.9512242,561.5669164,125.6005064,47.65162546,169.6622441,466.4077759,103.9861957,39.3060905,16.04219848,47.5684563,9.258915298,3.75296394,0,0,0,0,0,141.25,36.25,201.25,186.25,model3,8,none
3,03-01-15 15:00,155.2901735,446.8703357,93.34961814,36.62216562,166.2994218,531.7733481,115.9463705,46.85131748,160.2499802,478.4807187,101.3123762,42.25225668,5.584923027,46.41896414,12.68985219,5.191931668,140.0035271,323.3141196,87.69565205,33.60775653,211.9512242,561.5669164,125.6005064,47.65162546,169.7328356,461.4124201,104.6973128,39.04123176,15.73829514,55.81837238,9.08243212,3.870541669,0,0,0,0,0,141.375,36.375,201.375,186.375,model3,8,none
3,03-01-15 18:00,178.0666318,410.2012123,94.59285153,39.8170955,208.029632,450.2512039,106.0580529,44.77729002,188.4129495,429.6071643,98.67533731,43.05451245,16.99706134,20.05368051,6.405571667,2.805616117,140.0035271,323.3141196,87.69565205,33.60775653,211.9512242,561.5669164,125.6005064,47.65162546,169.1238059,458.3626475,104.2627064,38.81795556,15.44845057,56.60862352,9.236214627,3.836675858,0,0,0,0,0,141.5,36.5,201.5,186.5,model3,8,none
3,03-01-15 21:00,155.4896039,397.1065587,97.10835614,32.83370384,195.4055947,482.5308511,109.7681208,50.16030554,172.1208203,445.7857919,105.4077769,41.28210994,20.77315473,43.94480417,7.190594899,8.671292917,140.0035271,323.3141196,87.69565205,32.83370384,211.9512242,561.5669164,125.6005064,47.65162546,172.595577,451.558072,103.4199505,39.23378506,17.90062324,53.05117143,9.522898675,4.267674873,0,0,0,0,0,141.625,36.625,201.625,186.625,model3,8,none
3,04-01-15 0:00,147.4421963,423.8956097,90.62276026,34.01862068,182.1958136,470.6874379,101.2987915,43.14863003,163.339223,450.5668049,96.11463603,37.95518136,17.56481549,24.0738696,5.344663665,4.692983405,140.0035271,323.3141196,87.69565205,32.83370384,211.9512242,561.5669164,125.6005064,50.16030554,172.789685,442.2451119,102.7949149,39.77258062,17.98686011,47.93476043,9.33953879,4.797958309,0,0,0,0,0,141.75,36.75,201.75,186.75,model3,8,none
3,04-01-15 3:00,169.6642706,386.6241018,84.05940387,34.87559054,190.2732855,505.5915645,116.6094285,44.99739194,181.0889099,457.1622457,100.5078795,40.81830587,10.48555962,62.48931432,16.27778532,5.286351013,147.4421963,323.3141196,84.05940387,32.83370384,211.9512242,531.7733481,125.6005064,50.16030554,174.2045869,439.5579428,100.8312273,40.0712,17.01382611,41.67600275,9.863367323,4.750896292,0,0,0,0,0,141.875,36.875,201.875,186.875,model3,8,none
3,04-01-15 6:00,156.6957629,440.6071054,90.51849989,42.12021797,176.5597356,520.4659282,98.17459079,46.35990541,167.921413,475.8552639,95.46066576,44.10992795,10.18160352,40.74432822,4.286924874,2.131793085,147.4421963,323.3141196,84.05940387,32.83370384,211.9512242,531.7733481,116.6094285,50.16030554,175.1825397,446.2849519,100.0934279,40.12437932,17.08835877,46.13170677,9.146182666,4.417482275,0,0,0,0,0,142,37,202,187,model3,8,none
3,04-01-15 9:00,152.5779264,362.7031705,78.54116187,37.83743383,184.377614,476.0106081,104.7479791,42.71520322,170.5166167,426.4344912,92.15519448,39.7882978,16.28728702,57.96482731,13.1332223,2.581211195,147.4421963,323.3141196,84.05940387,32.83370384,208.029632,531.7733481,116.6094285,50.16030554,171.4301453,442.5494792,98.68020011,40.65097853,15.50901238,48.55294386,8.747595475,4.646338055,0,0,0,0,0,142.125,37.125,202.125,187.125,model3,8,none
3,04-01-15 12:00,170.2343869,305.2835037,94.27125894,40.17622279,183.9491332,515.3591549,101.1053678,41.00363834,177.9122968,438.0030048,98.56524477,40.57487557,7.003099883,115.4632854,3.739423354,0.414528746,147.4421963,305.2835037,78.54116187,32.83370384,208.029632,531.7733481,116.6094285,50.16030554,171.4799961,441.2050958,99.02211058,40.79612098,14.5582836,55.57179878,9.245846014,4.574125456,0,0,0,0,0,142.25,37.25,202.25,187.25,model3,8,none
3,04-01-15 15:00,153.5622394,376.2994447,95.82892368,34.73542984,210.5906233,558.4612749,114.6303145,40.89101212,183.4303215,456.4139974,105.2381602,37.27590394,28.6104561,93.040402,9.400707068,3.215420208,147.4421963,305.2835037,78.54116187,32.83370384,210.5906233,531.7733481,116.6094285,50.16030554,174.5407429,449.7207247,99.41158455,40.98108739,16.59565202,52.28274782,9.469940203,4.107154012,0,0,0,0,0,142.375,37.375,202.375,187.375,model3,8,none
3,04-01-15 18:00,145.333085,435.9369007,89.72783413,34.29099767,162.0316165,501.9289514,95.90057779,43.87489136,153.2556335,462.8594914,93.69181532,39.4377851,8.381915136,34.6323189,3.440390328,4.831199654,147.4421963,305.2835037,78.54116187,32.83370384,210.5906233,558.4612749,116.6094285,50.16030554,174.5234675,450.5435903,98.33518608,40.62115481,17.16884397,57.3153713,8.932730317,4.28224752,0,0,0,0,0,142.5,37.5,202.5,187.5,model3,8,none
3,04-01-15 21:00,156.7169287,460.0231431,86.94410058,31.05192031,177.8137118,555.8748705,105.7976619,43.87450355,165.8866105,502.1417337,97.70052634,37.17596155,10.81531721,48.97000787,9.704022975,6.430567517,145.333085,305.2835037,78.54116187,31.05192031,210.5906233,558.4612749,116.6094285,50.16030554,170.4651592,451.9683171,98.00065894,40.08105746,15.91185342,56.97778705,8.59083781,4.489060574,0,0,0,0,0,142.625,37.625,202.625,187.625,model3,8,none
3,05-01-15 0:00,139.5722103,384.100958,90.90924739,39.58470828,179.2620809,534.0084888,104.9161309,49.1359166,165.9270342,459.9323182,100.1648177,43.58937312,22.82449141,74.96917676,8.016510769,4.958773783,145.333085,305.2835037,78.54116187,31.05192031,210.5906233,558.4612749,116.6094285,46.35990541,170.283503,461.3180063,96.99636762,39.9765663,15.81197272,61.42139227,8.762989811,3.926784957,0,0,0,0,0,142.75,37.75,202.75,187.75,model3,8,none
3,05-01-15 3:00,166.9543478,363.6346316,89.86923943,39.21650123,178.2383769,493.9049257,121.5178103,47.9266658,172.902765,431.9274068,104.9307597,43.30659611,5.666919424,65.36435742,15.87934009,4.379200465,139.5722103,305.2835037,78.54116187,31.05192031,210.5906233,558.4612749,116.6094285,49.1359166,170.3334544,460.4600622,98.74161406,40.46835694,16.1441992,63.2579151,8.463265219,4.423655337,0,0,0,0,0,142.875,37.875,202.875,187.875,model3,8,none
3,05-01-15 6:00,151.4132043,406.4085366,81.66592085,32.68305427,168.5824572,497.3198823,110.8915611,40.62909186,158.970592,458.5326497,95.98125079,36.52208713,8.767067335,46.90013309,14.62190185,3.979790828,139.5722103,305.2835037,78.54116187,31.05192031,210.5906233,558.4612749,121.5178103,49.1359166,168.6713143,451.9435721,98.11954056,40.26412499,16.04799134,63.24427185,9.636524252,4.559323582,0,0,0,0,0,143,38,203,188,model3,8,none
3,05-01-15 9:00,151.2598429,347.8655104,97.80043765,37.58071081,199.8359907,393.7594326,109.5013305,47.1306134,167.9644179,373.4670694,103.6059845,41.97086952,27.61229618,23.40307016,5.850963258,4.821240077,139.5722103,305.2835037,78.54116187,31.05192031,210.5906233,558.4612749,121.5178103,49.1359166,168.5453136,455.2003489,98.74613762,39.89283546,16.09558193,62.98625747,9.940018429,4.578503823,0,0,0,0,0,143.125,38.125,203.125,188.125,model3,8,none
3,05-01-15 12:00,170.0025647,297.656594,95.19142837,39.47519351,188.6156562,399.6851215,115.916604,43.310123,179.6995507,352.0772184,105.6072106,42.02271625,9.331083804,51.35430832,10.36299739,2.206261608,139.5722103,347.8655104,81.66592085,31.05192031,210.5906233,558.4612749,121.5178103,49.1359166,168.2715497,450.1433104,100.0231603,40.11112356,17.31533732,63.27416579,9.136948739,4.634820224,0,0,0,0,0,143.25,38.25,203.25,188.25,model3,8,none
3,05-01-15 15:00,163.6243833,282.5194534,73.88095751,36.35994755,177.778891,464.4085384,110.2882512,43.55795768,170.0860545,369.4079415,96.20291106,39.34988919,7.157118691,91.2154841,19.55131987,3.750428272,139.5722103,297.656594,73.88095751,31.05192031,199.8359907,558.4612749,121.5178103,49.1359166,166.7656267,434.1195923,99.16717576,40.27378432,15.09500812,70.1695142,10.74671399,4.729034541,0,0,0,0,0,143.375,38.375,203.375,188.375,model3,8,none
3,05-01-15 18:00,154.0289283,393.0065001,102.2453367,34.93530975,185.1191582,463.8870242,103.121163,39.95545137,172.1527757,439.5707512,102.5771532,37.48229131,16.17405889,40.33908246,0.474907805,2.510884837,139.5722103,282.5194534,73.88095751,31.05192031,199.8359907,555.8748705,121.5178103,49.1359166,167.8744174,421.7547932,100.2572221,40.31393669,14.29149217,69.70913311,10.73684715,4.636084264,0,0,0,0,0,143.5,38.5,203.5,188.5,model3,8,none
3,05-01-15 21:00,160.0029727,292.4189083,87.31439713,37.4344194,173.4672167,421.9938889,103.6084283,44.02554427,167.5537241,354.4512991,97.07791853,41.02975828,6.87982043,64.96299422,8.614704642,3.336214847,139.5722103,282.5194534,73.88095751,32.68305427,199.8359907,555.8748705,121.5178103,49.1359166,168.4566109,420.526582,100.8442898,40.61819764,14.14142721,68.94866434,10.66013428,4.108161517,0,0,0,0,0,143.625,38.625,203.625,188.625,model3,8,none
3,06-01-15 0:00,166.2945606,317.1271364,76.44799888,37.2582805,184.780172,393.3995338,90.59711225,41.88678517,172.5768542,364.4575484,84.7802312,39.07669405,10.56992683,41.32759761,7.402337219,2.468467575,139.5722103,282.5194534,73.88095751,32.68305427,199.8359907,497.3198823,121.5178103,49.1359166,168.8799371,398.6223937,100.1659487,40.45964703,13.75138305,61.86369406,11.55715922,4.12743936,0,0,0,0,0,143.75,38.75,203.75,188.75,model3,8,none
3,06-01-15 3:00,161.2507176,294.6880867,89.78474837,37.68401461,171.9123768,381.3026958,119.2735278,43.35385263,166.3741896,340.4784769,101.571582,40.51339441,5.342914529,43.52033742,15.60892191,2.834935244,151.2598429,282.5194534,73.88095751,32.68305427,199.8359907,497.3198823,121.5178103,47.1306134,170.171542,388.294726,98.27790741,39.6683356,12.49001939,58.66845351,11.97488775,3.364613794,0,0,0,0,0,143.875,38.875,203.875,188.875,model3,8,none
3,06-01-15 6:00,156.2554138,323.7991051,90.35550498,36.36541153,177.190933,400.2207826,105.0457072,44.83191348,169.5652704,368.8579196,97.49993334,40.34204226,11.56747761,40.00940527,7.353320266,4.256521547,151.2598429,282.5194534,73.88095751,34.93530975,199.8359907,497.3198823,119.2735278,47.1306134,170.4963419,378.1133097,99.06855803,39.89939407,11.98690706,61.85706938,11.12277606,3.132030887,0,0,0,0,0,144,39,204,189,model3,8,none
3,06-01-15 9:00,162.1296604,401.4558458,85.61214968,38.32276445,179.5254205,452.4494816,101.6942704,46.95317375,169.8897033,434.9799599,94.15471602,41.31905446,8.848261573,29.04135286,8.087841269,4.88258115,152.79742,282.5194534,73.88095751,34.93530975,199.8359907,464.4085384,119.2735278,44.83191348,171.4446957,371.2910106,98.50525266,39.87139907,11.33793421,53.13650957,11.05292269,2.838477928,0,1,1,0,0,144.125,39.125,204.125,189.125,model3,8,none
3,06-01-15 12:00,169.1242728,325.0861817,83.36765834,33.75105386,170.2129539,445.5047607,117.1778692,42.14700914,169.7035823,392.0568338,96.05022361,37.92569634,0.547699848,61.33764433,18.41934109,4.198172201,154.0289283,282.5194534,73.88095751,34.93530975,188.6156562,464.4085384,119.2735278,46.95317375,170.9777218,381.6440902,97.11786179,40.09465406,9.208649792,58.83425825,11.23243853,3.11509831,0,1,1,0,0,144.25,39.25,204.25,189.25,model3,8,none
3,06-01-15 15:00,169.9984178,406.7637381,106.0058563,33.15840643,186.225221,433.5601266,111.0284968,36.99403181,180.0937728,423.1169106,109.1637273,34.44377803,8.809750498,14.34249974,2.749693258,2.208608315,154.0289283,282.5194534,76.44799888,33.75105386,186.225221,464.4085384,119.2735278,46.95317375,170.4615331,385.8547177,97.76332826,39.35635563,8.783851865,58.01487995,10.82273048,3.244747714,0,1,1,0,0,144.375,39.375,204.375,189.375,model3,8,none
3,06-01-15 18:00,159.8272685,339.7289561,97.06375811,36.12287519,190.1292115,425.669493,115.7795479,40.24984423,178.9916467,395.6294635,104.7539065,38.82590627,16.6695602,48.4563433,9.793586292,2.342013617,154.0289283,292.4189083,76.44799888,33.15840643,186.225221,463.8870242,119.2735278,46.95317375,170.2602769,390.9330225,97.64353655,39.12882745,9.147532953,52.69914579,10.86786179,3.638952316,0,1,1,0,0,144.5,39.5,204.5,189.5,model3,8,none
3,06-01-15 21:00,151.8995042,370.4788065,85.45711205,40.53893259,182.4874632,429.6345018,96.40268597,52.77658039,164.6326733,402.3476582,92.1220044,45.32249599,15.92416585,29.84284121,5.849336968,6.541312387,151.8995042,292.4189083,76.44799888,33.15840643,190.1292115,452.4494816,119.2735278,52.77658039,171.5059484,383.6258755,97.96868631,39.64901006,10.02304397,49.06369326,11.41946359,4.51952165,0,1,1,0,0,144.625,39.625,204.625,189.625,model3,8,none
3,07-01-15 0:00,150.4937479,338.2501952,102.9976596,35.62580713,165.477867,409.9472073,120.6457274,41.53928075,159.4521397,368.6014175,112.24501,39.54654943,7.910837363,37.09145147,8.85444326,3.395616636,151.8995042,294.6880867,83.36765834,33.15840643,190.1292115,452.4494816,119.2735278,52.77658039,171.3155551,391.3698144,98.61827641,39.89681106,10.67513305,45.3908201,10.57997784,4.431578196,0,1,1,0,0,144.75,39.75,204.75,189.75,model3,8,none
3,07-01-15 3:00,147.6046335,384.4564802,91.57088357,33.65538046,192.7841725,444.8411122,104.6813924,35.81655249,173.7774951,408.2469767,97.94145311,34.56240608,23.42676533,32.16404548,6.563054636,1.121621933,150.4937479,294.6880867,83.36765834,33.15840643,192.7841725,452.4494816,120.6457274,52.77658039,170.7075304,391.3477734,101.2696102,39.70205373,12.04580877,44.59883134,11.0945041,4.550359081,0,1,1,0,0,144.875,39.875,204.875,189.875,model3,8,none
3,07-01-15 6:00,154.2256832,330.6682759,92.83313986,40.11054677,156.5290435,372.1691086,109.8487667,47.78475884,155.6881729,351.9482274,101.0366817,42.8383728,1.271288671,20.77067646,8.524120653,4.291257291,147.6046335,325.0861817,83.36765834,33.15840643,192.7841725,452.4494816,120.6457274,52.77658039,169.8932379,401.2450593,100.6301031,39.21325783,13.20939813,36.51156212,10.53890728,4.722280562,0,1,1,0,0,145,0,205,190,model3,8,comp2
3,07-01-15 9:00,153.0830735,269.4305912,86.98623433,39.31709954,185.3843389,446.823509,108.9519336,44.95934283,169.5195347,382.7114102,98.87115423,41.29397898,16.15821871,98.38818078,11.09342951,3.177571719,147.6046335,269.4305912,83.36765834,33.15840643,192.7841725,452.4494816,120.6457274,52.77658039,168.4065251,391.6148787,101.163364,39.60962066,13.9074984,47.89842545,10.50573103,5.039798119,0,0,0,0,0,145.125,0.125,205.125,190.125,model3,8,none
3,07-01-15 12:00,160.9025332,434.0674975,85.86825216,36.19361532,174.190887,544.5167088,122.0927974,46.2340556,165.716484,499.1843717,102.665519,39.61444545,7.36167571,57.82151847,18.25492096,5.733825549,147.6046335,269.4305912,83.36765834,33.15840643,192.7841725,518.9689086,120.6457274,52.77658039,168.6608152,393.6433684,101.4506497,39.09683992,14.16300959,52.51164368,10.64482695,4.789535266,0,0,0,0,0,145.25,0.25,205.25,190.25,model3,8,none
3,07-01-15 15:00,151.269126,411.4641013,93.14519538,33.82918458,188.7972998,474.021232,105.9840186,40.96156741,165.0960823,448.5282206,100.5243882,37.52056734,20.62078398,32.84458178,6.631167709,3.572777608,147.6046335,269.4305912,85.45711205,33.15840643,192.7841725,544.5167088,122.0927974,52.77658039,167.1921816,405.8480697,101.628614,39.58836322,14.02183239,60.65220974,10.31472968,4.877712618,0,0,0,0,0,145.375,0.375,205.375,190.375,model3,8,none
3,07-01-15 18:00,153.5220179,387.065209,88.19557813,31.73743662,170.2241315,496.5236479,117.4107901,39.68182786,162.4033326,441.6438008,104.2930431,35.57797644,8.40140883,54.72984131,14.83378551,3.978735703,147.6046335,269.4305912,85.45711205,33.65538046,192.7841725,544.5167088,122.0927974,52.77658039,166.7608028,407.9769101,102.1178077,39.73495782,14.6038534,61.75767775,10.59463751,4.741845367,0,0,0,0,0,145.5,0.5,205.5,190.5,model3,8,none
3,07-01-15 21:00,164.678553,420.6931181,101.4093767,39.38685274,198.281732,522.7431221,108.6055685,40.88623577,178.6596003,470.9176107,104.6173567,40.07206425,17.49742224,51.04383678,3.66099239,0.75796463,147.6046335,269.4305912,85.45711205,31.73743662,192.7841725,544.5167088,122.0927974,47.78475884,165.4156982,415.5009656,101.522175,38.97669375,13.03998962,63.73588395,10.58447261,4.086959382,0,0,0,0,0,145.625,0.625,205.625,190.625,model3,8,none
3,08-01-15 0:00,153.6674619,416.6797572,81.58709992,34.7459357,182.15789,464.8550781,98.32840208,40.03986738,171.4977855,440.3698989,92.46267108,36.89606441,15.53979264,24.0974988,9.428238082,2.783337847,147.6046335,269.4305912,85.86825216,31.73743662,198.281732,544.5167088,122.0927974,47.78475884,166.9675719,422.70724,102.5441113,38.64612134,14.40712076,66.60575525,10.0190034,4.029218276,0,0,0,0,0,145.75,0.75,205.75,190.75,model3,8,none
3,08-01-15 3:00,147.5987737,439.0009191,86.92935124,39.23077266,181.3842508,494.3147228,106.2455637,46.41485775,167.959385,459.6062855,97.88357471,42.04725211,17.92883265,30.23370103,9.915582458,3.835005086,147.5987737,269.4305912,81.58709992,31.73743662,198.281732,544.5167088,122.0927974,47.78475884,165.912086,434.5634557,99.85808623,38.68924364,14.12667352,63.75491967,10.15691155,3.985559986,0,0,0,0,0,145.875,0.875,205.875,190.875,model3,8,none
3,08-01-15 6:00,160.5915888,414.3859472,85.2423986,41.78242285,187.443826,472.8914863,118.2050622,45.88171341,177.7940644,445.8526568,105.419687,43.49276022,14.93463348,29.50303572,17.68091011,2.132237173,147.5987737,269.4305912,81.58709992,31.73743662,198.281732,544.5167088,122.0927974,47.78475884,167.2459554,441.060494,101.0350037,39.70183608,13.58119036,61.70540192,10.6832424,4.203197385,1,0,0,0,0,146,1,206,191,model3,8,none
3,08-01-15 9:00,163.7541109,400.1309659,101.4904928,37.11129379,167.0726546,440.2607663,103.0006865,39.39863753,164.9819148,417.3183576,102.3574932,38.19819053,1.819801374,20.67463148,0.779575816,1.147891803,147.5987737,387.065209,81.58709992,31.73743662,198.281732,544.5167088,122.0927974,46.41485775,170.2754102,454.5239798,100.9215911,39.23738661,13.64914132,39.28348671,11.17085284,3.780642929,1,0,0,0,0,146.125,1.125,206.125,191.125,model3,8,none
3,08-01-15 12:00,167.6082433,354.061838,90.18399749,37.25315741,199.1549509,472.9532541,101.6456966,40.53071653,181.0924391,417.1204639,96.15662769,38.96665226,16.26405313,59.77417278,5.74613001,1.643881247,147.5987737,387.065209,81.58709992,31.73743662,199.1549509,544.5167088,122.0927974,46.41485775,170.8093694,451.0103314,101.7267973,39.29918457,14.5428168,38.43323602,10.19858358,3.733610478,1,0,0,0,0,146.25,1.25,206.25,191.25,model3,8,none
3,08-01-15 15:00,172.5492495,397.2705937,102.2663028,33.57245801,177.2304874,523.3168242,122.5187236,49.00594812,174.1417839,472.1996336,111.1805272,38.99237274,2.675329592,66.31113164,10.34151186,8.681845589,147.5987737,354.061838,81.58709992,31.73743662,199.1549509,522.7431221,122.5187236,49.00594812,171.9115669,443.5859223,101.6882522,39.56456586,14.03227076,39.13508929,10.35560865,3.95687497,1,0,0,0,0,146.375,1.375,206.375,191.375,model3,8,none
3,08-01-15 18:00,171.139986,378.5985401,95.14890311,41.55491182,186.5992245,495.0808572,101.8871379,50.81903461,179.5853082,440.3566031,97.91852425,45.3461684,7.828390989,58.5588456,3.525498442,4.855599962,147.5987737,354.061838,81.58709992,31.73743662,199.1549509,523.3168242,122.5187236,49.00594812,173.2802622,445.8805829,100.9342368,39.62832887,13.09774131,42.88835988,9.916178928,4.099330087,1,0,0,0,0,146.5,1.5,206.5,191.5,model3,8,none
3,08-01-15 21:00,162.586058,400.9607151,86.58979051,32.35251951,188.0360099,508.2833245,121.0374226,38.08768458,174.0263892,454.3641738,101.8179774,36.15814562,12.91804743,53.66316308,17.56722653,3.29587725,147.5987737,354.061838,81.58709992,33.57245801,199.1549509,523.3168242,122.5187236,50.81903461,175.0897641,447.0913026,100.2809188,40.44508145,12.76791972,44.98294843,9.957789802,4.37210046,1,0,0,0,0,146.625,1.625,206.625,191.625,model3,8,none
3,09-01-15 0:00,140.6268925,424.0715505,67.77148289,37.34520074,180.6094809,520.2462648,116.9231129,43.0178424,163.3885818,469.3629817,93.77234914,39.70864751,20.5591126,48.33058581,24.69945337,2.952210272,147.5987737,354.061838,67.77148289,32.35251951,199.1549509,523.3168242,122.5187236,50.81903461,173.4791074,442.7525379,99.41209246,40.07231789,11.86082058,42.8926636,12.64527112,4.643319973,1,0,0,0,0,146.75,1.75,206.75,191.75,model3,8,none
3,09-01-15 3:00,130.8528648,386.2304703,85.38942642,41.64809387,166.5643387,467.047187,108.2083402,52.83460891,153.8294271,423.0083497,96.30843378,46.52830847,19.93729917,40.89470084,11.44103703,5.727985712,140.6268925,354.061838,67.77148289,32.35251951,199.1549509,523.3168242,122.5187236,50.81903461,173.6614652,445.8864972,101.1632694,40.46449539,11.93302036,44.374665,12.26615236,4.549211851,1,0,0,0,0,146.875,1.875,206.875,191.875,model3,8,none
